movie_id,nombre,clasificacion,genero,duracion_min,sinopsis,categoria,vista_id,poster_url,banner_url,trailer_url,director,actores
marsupilami-caos-a-bordo,MARSUPILAMI: CAOS A BORDO,TBC,COMEDIA,98 min,"Sinopsis: Para salvar su empleo en el zoológico, David acepta un plan arriesgado: debe traer de vuelta un paquete misterioso desde América del Sur. Termina en un crucero con su ex, su hijo y su torpe y no muy inteligente compañero Stéphane, a quien David utiliza para transportar el paquete en secreto. Todo sale mal cuando Stéphane abre accidentalmente el paquete y libera a un adorable bebé Marsupilami. Esta criatura rara y valiosa transforma rápidamente el viaje en un caos total. En medio de esta alocada aventura, David y su familia redescubren la fuerza de sus lazos familiares.",Cartelera,HO00032696,https://tickets-static-content.cinepolis.com/pimcore/21122/assets/Mexico/Tickets/Movies/MARSUPILAMICAOSABORDO/Es/Poster_WEB_Desktop_720x1022px_7__2/resource.jpg,https://tickets-static-content.cinepolis.com/pimcore/21122/assets/Mexico/Tickets/Movies/MARSUPILAMICAOSABORDO/Es/HeaderMovieDetails_WEB_Desktop_1440x900px_8__2/resource.jpg,https://tickets-static-content.cinepolis.com/pimcore/21122/assets/Mexico/Tickets/Movies/MARSUPILAMICAOSABORDO/Es/6a68fb4ee1551ciclolynch/resource.mp4,,[]
eraserhead,ERASERHEAD,B15,TERROR,89 min,“Un sueño de cosas oscuras y perturbadoras.” David Lynch,Cartelera,HO00032668,https://tickets-static-content.cinepolis.com/pimcore/20895/assets/Mexico/Tickets/Movies/ERASERHEAD/Es/Poster_WEB_Desktop_720x1022px_4__2/resource.jpg,https://tickets-static-content.cinepolis.com/pimcore/20895/assets/Mexico/Tickets/Movies/ERASERHEAD/Es/HeaderMovieDetails_WEB_Desktop_1440x900px_4__2/resource.jpg,https://tickets-static-content.cinepolis.com/pimcore/20895/assets/Mexico/Tickets/Movies/ERASERHEAD/Es/6a68e138b409bciclolynch/resource.mp4,,[]
twin-peaks,TWIN PEAKS,C,THRILLER,50 min,"Un pueblito tranquilo enclavado en un valle. Población: 51.201 habitantes. Una muerte misteriosa y una investigación que parece una farsa. Un diario secreto, un pacto, un yo maligno y un anillo. Sueños, alucinaciones, presentimientos. Historias de amor fugaces, una cantante que destila recuerdos de tiempos pasados. ¿Una habitación roja, líneas blancas y un hombre que acaba quemando su vida? Este es el mundo de TWIN PEAKS: FUEGO, CAMINA CONMIGO.",Cartelera,HO00032666,https://tickets-static-content.cinepolis.com/pimcore/20898/assets/Mexico/Tickets/Movies/TWINPEAKS/Es/Poster_WEB_Desktop_720x1022px_5__2/resource.jpg,https://tickets-static-content.cinepolis.com/pimcore/20898/assets/Mexico/Tickets/Movies/TWINPEAKS/Es/HeaderMovieDetails_WEB_Desktop_1440x900px_6__2/resource.jpg,https://tickets-static-content.cinepolis.com/pimcore/20898/assets/Mexico/Tickets/Movies/TWINPEAKS/Es/6a68fa0e2be58ciclolynch/resource.mp4,,[]
nimrods-una-comedia-de-green-day,Nimrods: Una Comedia De Green Day,TBC,COMEDIA,116 min,"Cuando Tommy recibe una llamada en la que invitan a su banda a ser teloneros de Green Day en Nochevieja, no se da cuenta de que se trata de una elaborada broma de su hermano mayor, Wayne. Desesperado por creer que su vida está a punto de cambiar, Tommy roba el coche de Wayne y empieza a conducir con su banda desde Kansas City hasta Los Ángeles, decidido a llegar en tres días. Lo que sigue es un viaje por carretera desenfrenado y divertidísimo por Estados Unidos, inspirado en los primeros años de gira de Green Day en una furgoneta, mucho antes del lanzamiento de Dookie, el álbum que los catapultó a la fama.",Cartelera,HO00032603,https://tickets-static-content.cinepolis.com/pimcore/20482/assets/Mexico/Tickets/Movies/NimrodsAGreenDayComedy/Es/Poster_WEB_Desktop_720x1022px_1__2/resource.jpg,https://tickets-static-content.cinepolis.com/pimcore/20482/assets/Mexico/Tickets/Movies/NimrodsAGreenDayComedy/Es/HeaderMovieDetails_WEB_Desktop_1440x900px_1__2/resource.jpg,https://tickets-static-content.cinepolis.com/pimcore/20482/assets/Mexico/Tickets/Movies/NimrodsAGreenDayComedy/Es/6a5e8bf654dc0nimrods/resource.mp4,,[]
katseye-wild-hearts-en-cines,Katseye: Wild Hearts En Cines,TBC,"DOCUMENTAL, CONCIERTO",80 min,"El grupo femenino internacional KATSEYE, dos veces nominado a los premios GRAMMY®, llega a los cines de todo el mundo con un estreno especial en salas antes del lanzamiento de su tercer EP, WILD. KATSEYE: WILD HEARTS es un viaje fascinante a la nueva y audaz etapa del grupo que rinde homenaje a los fans que la hicieron posible. Con material inédito, videos de fans de EYEKONS y entrevistas íntimas con los miembros del grupo, la película explora el fuerte vínculo que une a KATSEYE con su comunidad de fans de todo el mundo. KATSEYE: WILD HEARTS, una carta de amor a los EYEKONS que ayudaron a crear este movimiento, nos muestra por qué la historia de este grupo apenas está comenzando. Desde la intensa presión de Dream Academy hasta el éxito viral que las llevó a lo más alto de las listas, el público vivirá los momentos de gloria, los reveses, los sacrificios y los momentos decisivos que transformaron a KATSEYE en su camino hacia el estrellato pop mundial. Elogiado por medios como The New York Times, Vogue, Rolling Stone y Billboard, KATSEYE se ha ganado el reconocimiento por su incansable dedicación a su arte y sus electrizantes actuaciones en vivo. Como uno de los grupos emergentes más prometedores del pop a nivel mundial, el grupo sigue consolidando su posición como una fuerza global. Del mismo equipo que creó POP STAR ACADEMY de Netflix, KATSEYE: WILD HEARTS es una producción de Interscope Films y Boardwalk Pictures, en colaboración con HYBE X GEFFEN, y está dirigida por Nadia Hallgren.",Cartelera,HO00032616,https://tickets-static-content.cinepolis.com/pimcore/20475/assets/Mexico/Tickets/Movies/KatseyeWildHearts/Es/Poster_WEB_Desktop_720x1022px_1__2/resource.jpg,https://tickets-static-content.cinepolis.com/pimcore/20475/assets/Mexico/Tickets/Movies/KatseyeWildHearts/Es/HeaderMovieDetails_WEB_Desktop_1440x900px_1__2/resource.jpg,https://tickets-static-content.cinepolis.com/pimcore/20475/assets/Mexico/Tickets/Movies/KatseyeWildHearts/Es/6a5e8bcdd4f40katseye/resource.mp4,,[]
ghost-2-big-to-ring-en-cines,GHOST: 2 Big To Rig En Cines,TBC,CONCIERTO,115 min,"Grabado en vivo durante los dos conciertos con entradas agotadas que GHOST dio en la Ciudad de México el año pasado, 2 BIG TO RIG es el documento definitivo de la inolvidable GIRA MUNDIAL SKELETOUR, que se presentará en IMAX® en ciertas ubicaciones. Con las únicas tomas profesionales de Papa V Perpetua y su banda de Nameless Ghouls del SKELETOUR —sin celulares—, 2 BIG TO RIG te sumerge en el ritual en vivo de GHOST, con imágenes exclusivas detrás de cámaras y acceso al backstage. 2 BIG TO RIG nació para compartir la experiencia del SKELETOUR con los fans en los lugares donde no era posible llevar a cabo el espectáculo por razones logísticas, y es una carta de amor para todos los que han sido parte del ritual de GHOST. Grabado en película de 16 mm, GHOST nunca se ha visto ni sonado mejor, con un repaso a temas de los seis álbumes de la banda, incluido SKELETÁ, número uno a nivel mundial en 2025, así como éxitos que no están en los discos, como «Mary On A Cross», «Kiss the Go-Goat» y «The Future is a Foreign Land».",Cartelera,HO00032676,https://tickets-static-content.cinepolis.com/pimcore/20875/assets/Mexico/Tickets/Movies/GHOST2BigToRing/Es/Poster_WEB_Desktop_720x1022px_3__2/resource.jpg,https://tickets-static-content.cinepolis.com/pimcore/20875/assets/Mexico/Tickets/Movies/GHOST2BigToRing/Es/HeaderMovieDetails_WEB_Desktop_1440x900px_3__2/resource.jpg,https://tickets-static-content.cinepolis.com/pimcore/20875/assets/Mexico/Tickets/Movies/GHOST2BigToRing/Es/6a6905aa52b4dghost/resource.mp4,,[]
sagrado-corazon,Sagrado Corazón,TBC,DRAMA,98 min,Sagrado Corazón,Cartelera,HO00032605,https://tickets-static-content.cinepolis.com/pimcore/21094/assets/Mexico/Tickets/Movies/SagradoCorazon/Es/Poster_WEB_Desktop_720x1022px_6__2/resource.jpg,https://tickets-static-content.cinepolis.com/pimcore/21094/assets/Mexico/Tickets/Movies/SagradoCorazon/Es/HeaderMovieDetails_WEB_Desktop_1440x900px_7__2/resource.jpg,https://tickets-static-content.cinepolis.com/pimcore/21094/assets/Mexico/Tickets/Movies/SagradoCorazon/Es/6a749ead291e8sagradocorazon/resource.mp4,,[]
harry-potter-y-la-piedra-filosofal-25,HARRY POTTER Y LA PIEDRA FILOSOFAL 25 AÑOS DE MAGIA,TBC,FANTASÍA,165 min,HARRY POTTER Y LA PIEDRA FILOSOFAL 25 AÑOS DE MAGIA,Cartelera,HO00032702,https://tickets-static-content.cinepolis.com/pimcore/21252/assets/Mexico/Tickets/Movies/HARRYPOTTERYLAPIEDRAFILOSOFAL25ANOSDEMAGIA/Es/Poster_WEB_Desktop_720x1022px_10__2/resource.jpg,https://tickets-static-content.cinepolis.com/pimcore/21252/assets/Mexico/Tickets/Movies/HARRYPOTTERYLAPIEDRAFILOSOFAL25ANOSDEMAGIA/Es/HeaderMovieDetails_WEB_Desktop_1440x900px_5/resource.jpg,https://tickets-static-content.cinepolis.com/pimcore/21252/assets/Mexico/Tickets/Movies/HARRYPOTTERYLAPIEDRAFILOSOFAL25ANOSDEMAGIA/Es/6a749e2007284hp25aniv/resource.mp4,,[]
2026-cortis-tour-put-your-phone-down-en-vivo,2026 CORTIS TOUR PUT YOUR PHONE DOWN EN VIVO,TBC,MUSICAL,165 min,"2026 CORTIS TOUR PUT YOUR PHONE DOWN IN LA: LIVE VIEWING Se trata de CORTIS, el artista que marca tendencia y se mantiene firme en medio del fervor apasionado de sus fans de todo el mundo. Capturando tanto la madurez musical de su segundo miniálbum «GREENGREEN» como la emoción abrumadora de su primer aniversario desde su debut, llega la primera gira como solista de CORTIS: 2026 CORTIS TOUR . ¡No te pierdas la oportunidad de vivir el estreno de Cortis en el cine, con una actuación llena de energía que te hará dejar el celular a un lado y perderte en el momento, en la emisión en vivo! Prepárate para vivir, amar y respirar la experiencia del concierto, donde podrás dejarte llevar por la misma ola de emoción y sentir el pulso de la multitud a través de una pantalla gigante y un sonido atronador.",Cartelera,HO00032735,https://tickets-static-content.cinepolis.com/pimcore/21254/assets/Mexico/Tickets/Movies/2026CORTISTOURPUTYOURPHONEDOWN/Es/Poster_WEB_Desktop_720x1022px_11__2/resource.jpg,https://tickets-static-content.cinepolis.com/pimcore/21254/assets/Mexico/Tickets/Movies/2026CORTISTOURPUTYOURPHONEDOWN/Es/HeaderMovieDetails_WEB_Desktop_1440x900px_12__2/resource.jpg,https://tickets-static-content.cinepolis.com/pimcore/21254/assets/Mexico/Tickets/Movies/2026CORTISTOURPUTYOURPHONEDOWN/Es/6a749f1105062cortis/resource.mp4,,[]
inland-empire,Inland Empire,TBC,THRILLER,172 min,"La actriz Nikki (Laura Dern) participa en un nuevo filme, debido a que su esposo (Peter J. Lucas) es muy celoso, su co-estelar Devon (Justin Theroux) recibe la advertencia de no hacer ninguna escena romántica -- especialmente porque los personajes que interpretan viven un romance. Ambos personajes descubren que el proyecto es una nueva versión de un filme inconcluso en el que las estrellas fueron asesinadas.",Cartelera,HO00032658,https://tickets-static-content.cinepolis.com/pimcore/21161/assets/Mexico/Tickets/Movies/InlandEmpire/Es/Poster_WEB_Desktop_720x1022px_8__2/resource.jpg,https://tickets-static-content.cinepolis.com/pimcore/21161/assets/Mexico/Tickets/Movies/InlandEmpire/Es/HeaderMovieDetails_WEB_Desktop_1440x900px_9__2/resource.jpg,https://tickets-static-content.cinepolis.com/pimcore/21161/assets/Mexico/Tickets/Movies/InlandEmpire/Es/6a68f4153806fciclolynch/resource.mp4,,[]
mulholland-empire,Mulholland Drive,TBC,THRILLER,145 min,"Nadie crea pesadillas cinematográficas como David Lynch, y 'Mulholland Drive'... es una de las más intensas y aterradoras. [Chicago Tribune] ""No solo tiene todo lo que buscas en una película de David Lynch, sino casi todo lo que buscas en CUALQUIER película."" [L.A. Weekly] ""Una de las pocas películas en las que las piezas no solo suman mucho más que el todo, sino que lo superan con una serie de fragmentos (en su mayoría) fascinantes."" [New York Observer] ""Emocionante y absurda. La película se siente completamente instintiva."" [The Village Voice] ""'Mulholland Drive' hace que las películas vuelvan a cobrar vida."" [Rolling Stone] ""Pocos podrán resistirse a su embriagadora intriga y a las dos cautivadoras actuaciones principales de Naomi Watts y Laura Elena Harring."" [Hollywood Reporter]",Cartelera,HO00032660,https://tickets-static-content.cinepolis.com/pimcore/21163/assets/Mexico/Tickets/Movies/MulhollandDrive/Es/Poster_WEB_Desktop_720x1022px_9__2/resource.jpg,https://tickets-static-content.cinepolis.com/pimcore/21163/assets/Mexico/Tickets/Movies/MulhollandDrive/Es/HeaderMovieDetails_WEB_Desktop_1440x900px_10__2/resource.jpg,https://tickets-static-content.cinepolis.com/pimcore/21163/assets/Mexico/Tickets/Movies/MulhollandDrive/Es/6a68e1c83b2e7ciclolynch/resource.mp4,,[]
katy-perry-the-lifetimes-tour-en-vivo,Katy Perry: The Lifetimes Tour - En Vivo,TBC,MUSICAL,132 min,"Grabada en el icónico Accor Arena de París durante los conciertos con todas las entradas agotadas de la gira Lifetimes Tour en noviembre de 2025, Katy Perry: The Lifetimes Tour – Live From Paris captura uno de los mayores espectáculos en directo del pop en su mejor momento. Dirigida por el reconocido realizador de conciertos Paul Dugdale y filmada con más de 60 cámaras, la película ofrece una experiencia inmersiva que hace sentir al público como si estuviera en primera fila, mostrando toda la magnitud, la energía y el espectacular despliegue visual de la gira mundial de Katy Perry. Con un repertorio que recorre toda su trayectoria e incluye sus mayores éxitos, una puesta en escena impresionante, coreografías espectaculares y la energía del público en cada canción, la película muestra a Katy Perry en uno de los mejores momentos de su carrera. Desde los instantes más cercanos con sus fans hasta los himnos que hacen vibrar todo el recinto, cada escena está filmada con una calidad cinematográfica que transporta al espectador al centro de un concierto inolvidable. Más que una película de concierto, The Lifetimes Tour – Live From Paris es una celebración del vínculo especial entre Katy Perry y sus fans, y de la música que ha marcado a toda una generación. Emocionante, vibrante y llena de energía, es la oportunidad perfecta para disfrutar en la gran pantalla de una de las mayores estrellas del pop haciendo lo que mejor sabe hacer: conquistar el escenario.",Cartelera,HO00032736,https://tickets-static-content.cinepolis.com/pimcore/21300/assets/Mexico/Tickets/Movies/KatyPerryTheLifetimesTourEnVivo/Es/Poster_WEB_Desktop_720x1022px_2/resource.jpg,https://tickets-static-content.cinepolis.com/pimcore/21300/assets/Mexico/Tickets/Movies/KatyPerryTheLifetimesTourEnVivo/Es/HeaderMovieDetails_WEB_Desktop_1440x900px_5/resource.jpg,https://tickets-static-content.cinepolis.com/pimcore/21300/assets/Mexico/Tickets/Movies/KatyPerryTheLifetimesTourEnVivo/Es/6a749f3d87cfdkatyperry/resource.mp4,,[]
los-mejores-anos-de-nuestra-vida,LOS MEJORES AÑOS DE NUESTRA VIDA,TBC,DOCUMENTAL,108 min,LOS MEJORES AÑOS DE NUESTRA VIDA.,Cartelera,HO00032698,https://tickets-static-content.cinepolis.com/pimcore/21399/assets/Mexico/Tickets/Movies/LOSMEJORESANOSDENUESTRAVIDA/Es/Poster_WEB_Desktop_720x1022px_15__2/resource.jpg,https://tickets-static-content.cinepolis.com/pimcore/21399/assets/Mexico/Tickets/Movies/LOSMEJORESANOSDENUESTRAVIDA/Es/HeaderMovieDetails_WEB_Desktop_1440x900px_16__2/resource.jpg,,,[]
menu-tematico-spider-man-un-nuevo-dia,Menú Temático Spider-Man: Un Nuevo Día,TBC,"AVENTURA, ACCIÓN",150 min,"Prepárate para vivir una experiencia inspirada en el universo de Spiderman en Cinépolis VIP, acompañada de un menú temático diseñado para todos los fanáticos del héroe arácnido. Esta experiencia incluye tu entrada para ver la película en Cinépolis VIP y un menú especial: Fuego Arácnido: palomitas sabor Takis Fuego que desatan una explosión de sabor tan intensa como los desafíos de esta nueva aventura. Pizza de Peter: deliciosa pizza individual de pepperoni, inspirada en una de las comidas favoritas del joven héroe neoyorquino. Pretzel de la Gran Manzana: suave pretzel cubierto de azúcar y canela, relleno de queso crema, como homenaje a las icónicas calles de Nueva York pero con un sabor único que te encantará. Picadura Radiactiva: refrescante bebida sabor pitahaya inspirada en el momento que cambió para siempre el destino de Peter. Recarga de telaraña: bebida refrescante sabor moras-limón con bobas que te transportará a una aventura extraordinaria. ¡Además incluye un vaso coleccionable de la película! Ten en cuenta que esta experiencia es única, por lo que no se permiten cambios en alimentos o bebidas y no hay reembolsos una vez realizada la compra. Ninguna bebida incluye alcohol.",Cartelera,,https://tickets-static-content.cinepolis.com/pimcore/20190/assets/Mexico/Tickets/Movies/MenuTematicoSpiderManUnNuevoDia/Es/Poster_WEB_Desktop_720x1022px_Spiderman_copia_2/resource.jpg,https://tickets-static-content.cinepolis.com/pimcore/20190/assets/Mexico/Tickets/Movies/MenuTematicoSpiderManUnNuevoDia/Es/HeaderMovieDetails_WEB_Desktop_1440x900px_Spiderman_copia_2/resource.jpg,https://tickets-static-content.cinepolis.com/pimcore/20190/assets/Mexico/Tickets/Movies/MenuTematicoSpiderManUnNuevoDia/Es/6a4589a1e284aspidermanbrandnewday/resource.mp4,,[]
elephant-man,ELEPHANT MAN,TBC,DRAMA,123 min,"El hombre elefante (1980), dirigida por David Lynch, es un drama biográfico ambientado en el Londres victoriano que narra la trágica historia real de Joseph Merrick (llamado John en el filme), un hombre con severas deformidades físicas, explotado como un fenómeno de circo, y el Dr. Frederick Treves, quien busca devolverle su dignidad humana.",Cartelera,HO00032662,https://tickets-static-content.cinepolis.com/pimcore/21256/assets/Mexico/Tickets/Movies/ELEPHANTMAN/Es/Poster_WEB_Desktop_720x1022px_13__2/resource.jpg,https://tickets-static-content.cinepolis.com/pimcore/21256/assets/Mexico/Tickets/Movies/ELEPHANTMAN/Es/HeaderMovieDetails_WEB_Desktop_1440x900px_14__2/resource.jpg,https://tickets-static-content.cinepolis.com/pimcore/21256/assets/Mexico/Tickets/Movies/ELEPHANTMAN/Es/6a749fcb97c2dciclolynch/resource.mp4,,[]
the-straight-story,THE STRAIGHT STORY,TBC,THRILLER,100 min,"The Straight Story, 1999), dirigida por David Lynch, es una road movie entrañable basada en hechos reales. Narra el viaje de Alvin Straight, un anciano de 73 años con problemas de salud que, al enterarse de que su hermano ha sufrido un infarto, decide recorrer más de 400 km desde Iowa hasta Wisconsin en su cortacésped, buscando la reconciliación.",Cartelera,HO00032664,https://tickets-static-content.cinepolis.com/pimcore/21398/assets/Mexico/Tickets/Movies/THESTRAIGHTSTORY/Es/Poster_WEB_Desktop_720x1022px_14__2/resource.jpg,https://tickets-static-content.cinepolis.com/pimcore/21398/assets/Mexico/Tickets/Movies/THESTRAIGHTSTORY/Es/HeaderMovieDetails_WEB_Desktop_1440x900px_15__2/resource.jpg,https://tickets-static-content.cinepolis.com/pimcore/21398/assets/Mexico/Tickets/Movies/THESTRAIGHTSTORY/Es/6a74a0488227fciclolynch/resource.mp4,,[]
sexo-suenos-amor,"Sueños (Amor, Sexo)",B,"ROMANCE, DRAMA",111 min,"Johanne es una chica que se enamora perdidamente de su profesora de francés, experimentando su primer amor intenso. Deseando preservar sus sentimientos, la joven documenta sus emociones y experiencias por escrito. Cuando su madre y su abuela leen lo que ha escrito, al principio reaccionan con sorpresa ante su contenido íntimo, pero pronto quedan cautivadas por sus cualidades literarias. Mientras debaten sobre la moralidad y las posibles consecuencias de publicar los escritos de Johanne, ésta navega por el contraste entre los ideales románticos y la realidad, sumergiéndose en un viaje a través de las intensas emociones del autodescubrimiento, el amor y la sexualidad.",Cartelera,,https://tickets-static-content.cinepolis.com/pimcore/20534/assets/Mexico/Tickets/Movies/SexoSuenosAmor/Es/Suen_os_poster_720x1022_2/resource.jpg,https://tickets-static-content.cinepolis.com/pimcore/20534/assets/Mexico/Tickets/Movies/SexoSuenosAmor/Es/Header_Movie_details_1440x900_1__2/resource.jpg,https://tickets-static-content.cinepolis.com/pimcore/20534/assets/Mexico/Tickets/Movies/SexoSuenosAmor/Es/6a57c65b47654sexosuenosamor/resource.mp4,,[]
obsesion,Obsesión,C,"THRILLER, HORROR",109 min,El anhelo romántico desesperado de un hombre por su amor platónico desencadena un hechizo siniestro en el perturbador debut de Curry Barker.,Cartelera,,https://tickets-static-content.cinepolis.com/pimcore/17688/assets/Mexico/Tickets/Movies/Obesion/Es/20_POSTER_720X1022_2/resource.jpg,https://tickets-static-content.cinepolis.com/pimcore/17688/assets/Mexico/Tickets/Movies/Obesion/Es/4_HEADER_MOVIE_DETAILS_1440X900_9/resource.jpg,https://tickets-static-content.cinepolis.com/pimcore/17688/assets/Mexico/Tickets/Movies/Obesion/Es/69dec5c3e11c6obsesion_3/resource.mp4,,[]
el-dia-de-la-revelacion,El Día De La Revelación,B,CIENCIA FICCIÓN,145 min,"La historia sigue a varias personas que comienzan a experimentar fenómenos extraños cuando señales aparentemente inexplicables revelan la presencia de vida extraterrestre en la Tierra. A medida que estos eventos se vuelven globales, surge una verdad impactante que podría cambiar el destino de la humanidad: no estamos solos. Entre conspiraciones, secretos gubernamentales y conexiones personales con los alienígenas, el mundo entero se enfrenta al llamado “día de la revelación”, donde la verdad finalmente sale a la luz.",Cartelera,,https://tickets-static-content.cinepolis.com/pimcore/18348/assets/Mexico/Tickets/Movies/ElDiaDeLaRevelacion/Es/20_Po_ster_720x1022px_1__11/resource.jpg,https://tickets-static-content.cinepolis.com/pimcore/18348/assets/Mexico/Tickets/Movies/ElDiaDeLaRevelacion/Es/15_Header_Movie_details_1440x900px_1__11/resource.jpg,https://tickets-static-content.cinepolis.com/pimcore/18348/assets/Mexico/Tickets/Movies/ElDiaDeLaRevelacion/Es/69fb5eed7a9eediarevelacion_2/resource.mp4,,[]
lmd-solo-la-mas-2,LMD SOLO LAS MÁS 2,TBC,MEXICANA,150 min,"Transmisión en vivo de La Gran final de Solo Las Más 2. Después de una serie de desafíos donde las feminosas demostraron ser Las Más, llegamos al último capítulo donde se disputarán las finalistas el título de “La Máxima” totalmente en vivo conoceremos a la nueva reina de esta épica competencia.",Cartelera,HO00032670,https://tickets-static-content.cinepolis.com/pimcore/20832/assets/Mexico/Tickets/Movies/LMDSOLOLAMAS2/Es/Poster_WEB_Desktop_720x1022px_2__2/resource.jpg,https://tickets-static-content.cinepolis.com/pimcore/20832/assets/Mexico/Tickets/Movies/LMDSOLOLAMAS2/Es/HeaderMovieDetails_WEB_Desktop_1440x900px_2__2/resource.jpg,https://tickets-static-content.cinepolis.com/pimcore/20832/assets/Mexico/Tickets/Movies/LMDSOLOLAMAS2/Es/6a68fe085efb5slm2/resource.mp4,,[]
adolescencia-sexo-y-muerte-en-campamento-miasma,"Adolescencia, Sexo Y Muerte En Campamento Miasma",TBC,"COMEDIA, TERROR",112 min,"Una joven y entusiasta directora debe resucitar la franquicia de Campamento Miasma tras años de secuelas mediocres. Pero cuando visita a la protagonista de la película original, una actriz recluida y envuelta en misterio, ambas se sumergen en un mundo empapado de sangre, deseo, miedo y delirio.",Cartelera,,https://tickets-static-content.cinepolis.com/pimcore/19736/assets/Mexico/Tickets/Movies/AdolescenciaSexoYMuerteEnCampamentoMiasma/Es/720x1022_2/resource.JPG,https://tickets-static-content.cinepolis.com/pimcore/19736/assets/Mexico/Tickets/Movies/AdolescenciaSexoYMuerteEnCampamentoMiasma/Es/1440x900_55/resource.jpg,https://tickets-static-content.cinepolis.com/pimcore/19736/assets/Mexico/Tickets/Movies/AdolescenciaSexoYMuerteEnCampamentoMiasma/Es/6a32d84c95a13Campmiasma/resource.mp4,,[]
loco-mexico-magico,Loco México Mágico,TBC,COMEDIA,100 min,"En Alvarado, Veracruz, un ambicioso alcalde decide filmar una épica película estilo Hollywood para convertir al pueblo en un destino turístico internacional. Con un equipo improvisado, una estrella pop como protagonista y una misión para defender la identidad mexicana, nace una aventura tan caótica como entrañable: ¡Alvarado Espectacular!",Cartelera,,https://tickets-static-content.cinepolis.com/pimcore/20539/assets/Mexico/Tickets/Movies/LocoMexicoMagico/Es/LMM_DESKTOP_Poster_720x1022px_2/resource.jpg,https://tickets-static-content.cinepolis.com/pimcore/20539/assets/Mexico/Tickets/Movies/LocoMexicoMagico/Es/1440x900_55/resource.jpg,https://tickets-static-content.cinepolis.com/pimcore/20539/assets/Mexico/Tickets/Movies/LocoMexicoMagico/Es/6a57c8d76ebc1locomexicomagico/resource.mp4,,[]
